1669660416.133168,2
1669660416.237635,12
1669660416.345852,20
1669660416.453756,20
1669660416.562085,20
1669660416.670287,20
1669660416.778141,20
1669660416.886286,20
1669660416.994727,20
1669660417.103057,20
1669660417.210969,20
1669660417.325169,20
1669660417.433749,20
1669660417.542774,20
1669660417.650870,20
1669660417.759808,20
1669660417.868431,20
1669660417.976567,20
1669660418.078578,20
1669660418.186769,20
1669660418.295143,20
1669660418.403332,20
1669660418.511123,20
1669660418.619287,20
1669660418.734224,2
1669660418.842585,3
1669660418.951118,3
1669660419.059575,4
1669660419.169667,6
1669660419.278583,12
1669660419.387148,20
1669660419.496048,9
1669660419.604599,1
1669660419.713741,2
1669660419.821557,12
1669660419.929476,17
1669660420.126554,1
1669660420.241132,1
1669660420.350177,4
1669660420.457631,20
1669660420.565947,18
1669660420.673961,3
1669660420.782984,3
1669660420.891413,13
1669660420.999758,4
1669660421.108537,5
1669660421.216815,3
1669660421.325221,3
1669660421.433726,3
1669660421.541949,2
1669660421.657413,2
1669660421.766088,2
1669660421.874756,2
1669660421.983224,2
1669660422.091698,2
1669660422.199784,2
1669660422.308206,2
1669660422.416498,2
1669660422.524747,3
1669660422.632965,3
1669660422.741526,3
1669660422.850156,3
1669660422.964943,2
1669660423.073920,2
1669660423.183139,2
1669660423.291623,2
1669660423.394638,2
1669660423.503012,2
1669660423.611411,2
1669660423.719845,2
1669660423.828793,3
1669660423.937479,4
1669660424.045842,4
1669660424.154334,4
1669660424.262936,4
1669660424.377179,3
1669660424.485696,3
1669660424.594146,3
1669660424.702606,3
1669660424.810992,3
1669660424.919440,3
1669660425.027607,3
1669660425.136082,3
1669660425.244489,4
1669660425.353211,4
1669660425.461837,7
1669660425.570758,12
1669660425.686387,17
1669660425.795045,14
1669660425.903586,15
1669660426.012196,12
1669660426.120877,15
1669660426.230030,17
1669660426.338760,19
1669660426.447317,17
1669660426.555826,14
1669660426.664811,17
1669660426.772844,17
1669660426.881479,18
1669660426.995121,19
1669660427.102849,18
1669660427.211152,13
1669660427.319155,16
1669660427.428081,14
1669660427.536926,15
1669660427.645673,13
1669660427.755021,18
1669660427.863858,20
1669660427.969025,20
1669660428.077878,18
1669660428.187702,15
1669660428.300701,18
1669660428.410085,13
1669660428.517814,13
1669660428.623393,19
1669660428.732269,20
1669660428.840200,20
1669660428.946443,12
1669660429.055530,10
1669660429.164203,8
1669660429.272750,11
1669660429.380908,8
1669660429.489269,9
1669660429.598047,12
1669660429.713035,16
1669660429.821578,13
1669660429.930197,11
1669660430.038544,14
1669660430.188319,12
1669660430.297030,14
1669660430.403414,15
1669660430.515628,11
1669660430.625907,15
1669660430.734855,11
1669660430.843574,15
1669660430.952382,19
1669660431.061256,19
1669660431.163525,17
1669660431.270236,14
1669660431.374098,16
1669660431.478072,17
1669660431.582928,17
1669660431.691458,15
1669660431.800290,17
1669660431.909388,17
1669660432.018456,15
1669660432.133441,18
1669660432.241943,16
1669660432.351518,20
1669660432.460302,20
1669660432.568885,20
1669660432.676782,5
1669660432.785553,4
1669660432.894252,7
1669660433.003744,10
1669660433.112170,9
1669660433.220555,10
1669660433.329327,10
1669660433.445434,9
1669660433.554257,8
1669660433.663207,8
1669660433.772249,11
1669660433.881177,14
1669660433.990017,13
1669660434.098721,10
1669660434.207663,12
1669660434.315803,14
1669660434.424698,12
1669660434.533756,12
1669660434.649780,11
1669660434.758467,14
1669660434.867251,15
1669660434.975833,15
1669660435.085515,18
1669660435.194563,17
1669660435.298099,17
1669660435.406920,16
1669660435.515331,15
1669660435.624241,18
1669660435.733321,20
1669660435.841704,18
1669660435.957479,7
1669660436.076090,3
1669660436.185669,20
1669660436.294270,20
1669660436.402483,2
1669660436.511281,4
1669660436.619372,5
1669660436.728078,20
1669660436.835975,19
1669660436.944856,6
1669660437.058886,8
1669660437.168201,10
1669660437.276309,10
1669660437.385364,9
1669660437.494154,10
1669660437.603237,8
1669660437.711407,7
1669660437.821125,10
1669660437.930144,9
1669660438.039142,13
1669660438.147998,13
1669660438.256895,12
1669660438.372164,9
1669660438.481056,14
1669660438.589837,14
1669660438.698838,12
1669660438.808034,13
1669660438.916744,9
1669660439.020982,12
1669660439.128301,12
1669660439.236980,15
1669660439.345897,20
1669660439.454862,19
1669660439.563809,18
1669660439.678800,15
1669660439.786989,11
1669660439.895873,18
1669660440.004752,18
1669660440.118216,15
1669660440.228296,20
1669660440.336859,19
1669660440.445571,11
1669660440.554631,14
1669660440.663033,16
1669660440.771545,19
1669660440.886715,16
1669660440.995133,17
1669660441.097097,19
1669660441.199118,18
1669660441.300990,17
1669660441.402912,18
1669660441.505181,18
1669660441.613413,17
1669660441.721888,18
1669660441.830568,19
1669660441.938454,19
1669660442.047277,17
1669660442.156126,17
1669660442.265016,18
1669660442.373836,20
1669660442.482435,8
1669660442.594945,5
1669660442.706030,8
1669660442.813662,8
1669660442.936462,5
1669660443.046330,20
1669660443.155558,20
1669660443.264141,17
1669660443.372758,2
1669660443.481385,2
1669660443.587710,13
1669660443.695793,20
1669660443.810432,3
1669660443.918352,4
1669660444.027120,6
1669660444.132367,17
1669660444.234963,20
1669660444.342438,7
1669660444.451451,2
1669660444.560013,6
1669660444.668951,7
1669660444.777913,9
1669660444.886564,10
1669660444.995418,11
1669660445.103485,12
1669660445.218478,13
1669660445.327313,13
1669660445.435217,14
1669660445.543165,15
1669660445.651183,17
1669660445.759706,17
1669660445.868600,18
1669660445.977485,19
1669660446.086484,19
1669660446.194549,19
1669660446.303582,19
1669660446.411487,20
1669660446.524026,20
1669660446.636143,20
1669660446.744149,6
1669660446.852396,8
1669660446.961033,9
1669660447.070134,10
1669660447.179184,11
1669660447.283592,13
1669660447.389563,14
1669660447.498185,15
1669660447.607381,15
1669660447.716408,16
1669660447.825425,17
1669660447.941394,16
1669660448.049916,17
1669660448.158691,18
1669660448.267467,18
1669660448.376566,19
1669660448.485466,19
1669660448.595081,16
1669660448.704098,12
1669660448.812597,13
1669660448.921668,14
1669660449.030295,14
1669660449.145207,15
1669660449.254351,15
1669660449.362559,16
1669660449.471571,17
1669660449.579994,17
1669660449.688063,18
1669660449.796978,19
1669660449.905788,20
1669660450.014645,20
1669660450.122874,10
1669660450.232453,11
1669660450.341186,12
1669660450.455710,13
1669660450.557678,14
1669660450.663261,16
1669660450.771154,20
1669660450.879261,20
1669660450.988236,11
1669660451.097748,13
1669660451.207058,15
1669660451.315975,16
1669660451.428991,14
1669660451.531854,18
1669660451.640681,11
1669660451.749562,11
1669660451.859373,17
1669660451.970964,20
1669660452.079325,9
1669660452.187755,4
1669660452.296005,6
1669660452.404974,8
1669660452.513793,9
1669660452.622952,10
1669660452.731357,11
1669660452.840352,13
1669660452.949323,14
1669660453.058727,15
1669660453.175104,15
1669660453.283544,15
1669660453.392616,16
1669660453.500893,16
1669660453.609889,17
1669660453.718600,18
1669660453.827680,18
1669660453.936575,19
1669660454.045791,20
1669660454.155328,14
1669660454.263762,12
1669660454.380186,12
1669660454.488492,13
1669660454.597737,14
1669660454.707208,15
1669660454.810287,15
1669660454.919120,16
1669660455.028501,17
1669660455.137131,17
1669660455.245612,18
1669660455.356368,19
1669660455.465344,20
1669660455.574424,20
1669660455.689235,10
1669660455.798707,11
1669660455.907691,12
1669660456.016441,13
1669660456.124880,14
1669660456.233020,15
1669660456.341283,15
1669660456.450344,16
1669660456.559681,17
1669660456.668572,18
1669660456.777676,19
1669660456.893450,20
1669660457.001896,20
1669660457.110303,19
1669660457.218430,11
1669660457.327422,11
1669660457.436543,12
1669660457.545489,13
1669660457.654566,13
1669660457.763770,15
1669660457.872995,17
1669660457.982256,17
1669660458.096842,18
1669660458.202553,19
1669660458.310955,20
1669660458.419356,15
1669660458.528379,14
1669660458.637142,16
1669660458.745941,16
1669660458.854955,18
1669660458.961444,13
1669660459.070365,14
1669660459.179565,16
1669660459.294177,17
